id,date,message,karma,parent
1a4e6d11853437,2016-07-06 23:17:00.000000,Keiner über hürth ,2,1638ef8ccab06e
1a65d580b1d062,2016-07-06 23:17:00.000000,"Donald Trump" größte beleidigung,14,d688ef8ccab06e
17a92e300d36b2,2016-07-06 23:17:00.000000,OJ:  Sollte das lustig sein  Wenn ja bin ich zu doof für den witz,2,01d5db486190f8
17cfb948ba5067,2016-07-06 23:17:00.000000,Was geht denn am Goetheplatz ? Alles gesperrt ....Polizei und Feuerwehr da ... #angstvorterror #ernsthaft  #istjemandinformiwrt?,1,
1988ef8ccab06e,2016-07-06 23:17:00.000000,"Jemand noch Lust vorbeizukommen? M19, M gesucht",4,
19010e1d77c067,2016-07-06 23:17:00.000000,Ich habe ein Bisasam in meinem Schritt gefangen.,33,
1733f5905d5042,2016-07-06 23:17:00.000000,"Hand und Zunge können mMn aber nicht das erfüllende Gefühl beim Sex ersetzen wenn er eindringt. Ich kann die Verfasserin da schon verstehen, die Grösse/Breite macht halt beim Sex doch etwas aus.",20,7ee648691a45ab
16d2c9df3726a0,2016-07-06 23:17:00.000000,Selbes Problem ,1,d307bcce2dd759
1727bcce2dd759,2016-07-06 23:17:00.000000,"Das wird dir sicher nicht so leicht gelingen, da wir uns anderes verhalten, sobald wir uns mit Touris unterhalten. 😝 Außerdem haben wir unsere eigene Geheimsprache (Plattdüütsch) ",1,761124ba594060
17672a3e00c07a,2016-07-06 23:17:00.000000,Toilettentieftaucher #classic,7,d688ef8ccab06e
17628df461a068,2016-07-06 23:17:00.000000,Aber wie kommt OP auf Bier?,1,b9d3f5905d5042
1779e1af4fd779,2016-07-06 23:17:00.000000,Deswegen hab ich Jodel 😏,1,3fa5cd2040d250
19a6b7f2985054,2016-07-06 23:17:00.000000,"Wenn das Baby in der Wohnung unter mir weint, werd ich immer so traurig 😢😢 nicht weinen, Baby, es war nur ein Traum!! #süßesbaby #aberseijetztstill",65,
1926b7f2985054,2016-07-06 23:17:00.000000,Der zweite Kommentar ist ja ein grauenvoller Reim! Die arme Sprache...,1,ef99e1af4fd779
18240df1e67430,2016-07-06 23:17:00.000000,Modern family ,7,051c670771f06b
1842c9df3726a0,2016-07-06 23:17:00.000000,Danke für die Bestätigung Bro :D,2,0da28df461a068
185e85a4cea044,2016-07-06 23:17:00.000000,Ihr seid einfach zu geil 😅 ,1,98ec670771f06b
18c92e300d36b2,2016-07-06 23:17:00.000000,"Ne, hab ich nicht. Ja, ich wohne in Burtscheid. Bist auch sehr nah.",1,02612a8e31c066
18f48dc5b1b061,2016-07-06 23:17:00.000000,"Cornern ist , wenn man sich mit paar leuten an nem kiosk trifft und "" party"" auf der strasse macht und immer mehr dazu kommen.Man geht halt nicht in einen club , sondern hat nen günstigen, lockeren, selbstgestalteten abend",1,9e3faf6068d056
18f4b62a879064,2016-07-06 23:17:00.000000,"Und die Leute, die fertig studiert haben, sollen die App löschen?",1,e07d0f0fe0907c
18f72a3e00c07a,2016-07-06 23:17:00.000000,"Lustig, hab ich gestern auch mit einer Freundin mal wieder angesehen :) Ich kannte es nicht, nur dass es damals mal lief. Kennt ihr noch Total Genial, mit Toby und Elizabeth die zu supergenies werden?",5,efbb47e6f1e063
19048dc5b1b061,2016-07-06 23:17:00.000000,Danke 😃,1,d333ebead373cc
1927bcce2dd759,2016-07-06 23:17:00.000000,viel Erfolg ✊🏼 #ichfühlemitdir,5,8df771c872406a
19292e300d36b2,2016-07-06 23:17:00.000000,Welche Staffel bist du?,1,1565d580b1d062
19248dc5b1b061,2016-07-06 23:17:00.000000,Hatte ich mit Pflaumen 😫,5,ac0552fd0b85a8
19448dc5b1b061,2016-07-06 23:17:00.000000,"Keine Ahnung, ich arbeite nicht im technischen Support!",3,0973ec0cca8061
19428df461a068,2016-07-06 23:17:00.000000,"7 😅 sag ja - so viel herum gelaufen, wie seit einer Ewigkeit nicht mehr 😁",4,e1d56cddf1a068
19acd7573bf6bb,2016-07-06 23:17:00.000000,Hey its me se chinese gütl i was kidnapped,3,
19b5eff9082057,2016-07-06 23:17:00.000000,"Dunkelblond, naturkrause, feines Haar ",1,0a7cd7573bf6bb
1a1fb948ba5067,2016-07-06 23:17:00.000000,"Ganz allein schnapp ich sie mir, ich kenne die gefaaaahr.. ",5,d096b7f2985054
19472a3e00c07a,2016-07-06 23:17:00.000000,Hat jmd Lust einen Nacht-Hyperaktivitäts-Langeweile-Neue-Leute-Kennenlern-Spaziergang zu machen?❤,10,
1a0e85a4cea044,2016-07-06 23:17:00.000000,Niemand hat die Absicht eine Mauer zu bauen! - Bob der Baumeister  #kängurumanifest ,18,
1946602e44b3c5,2016-07-06 23:17:00.000000,Es gab kein Augustiner mehr ,8,17cfb948ba5067
19512a8e31c066,2016-07-06 23:17:00.000000,War jetzt ein wenig rassistisch ,2,8e63ebead373cc
1963ebead373cc,2016-07-06 23:17:00.000000,Meine Ex hat nen Höhepunkt,12,02612a8e31c066
19912a8e31c066,2016-07-06 23:17:00.000000,heute hat mein Leben wieder Gin!,16,3e220264f6b615
19cffe1014e069,2016-07-06 23:17:00.000000,"Hier schatz ich hätte da so ne idee. In meinem kopf geister die und die idee rum. Wie fändest du das denn?",5,1633ec0cca8061
19c12a8e31c066,2016-07-06 23:17:00.000000,6  #m26,2,8da56cddf1a068
1a4e85a4cea044,2016-07-06 23:17:00.000000,Alice im Ständerland ,16,e7040df1e67430
18612a8e31c066,2016-07-06 23:17:00.000000,Wir haben die besten Clubs!  Aalen niemals. ,31,
177a47d0151068,2016-07-06 23:17:00.000000,👆 FIFA-Spieler,4,f2ff4ec70d8065
1775d580b1d062,2016-07-06 23:17:00.000000,Dann weißt du ja wie das ist,1,3d0faf6068d056
17aa47d0151068,2016-07-06 23:17:00.000000,Hat pokemon go einen hohen datenverbrauch? :D,10,
17be6d11853437,2016-07-06 23:17:00.000000,Gibts zwischen dem jodel und dem ersten kommentar irgendeinen zusammenhang den ich verpasst hab?😅,5,16fffe1014e069
17effe1014e069,2016-07-06 23:17:00.000000,"Es kommt auf die ziele an die man hat. Zunehmen: kalorienüberschuss mit guten Kohlenhydraten  (vollkorn). Abnehmen: kalorienreduktion einfacher mit wenigen Kohlenhydraten, gänzlich verzichten muss man nicht ",3,ba92c9df3726a0
183e6d11853437,2016-07-06 23:17:00.000000,cool,2,01e10e1d77c067
1895eff9082057,2016-07-06 23:17:00.000000,"Also ich muss schon sagen, E-Darling hat mein Leben verändert ",10,23272a3e00c07a
1905d580b1d062,2016-07-06 23:17:00.000000,"-1- Hahaha geile Diskussion. Also ich als Kerl finde es mega interessant und würde deshalb auch liebend gerne Mal mitkommen zum FA. Hab damit auch überhaupt keine Probleme, wenn der Arzt an meiner potentiellen Freundin rumfummelt etc. …",4,da15294539e06e
1915d580b1d062,2016-07-06 23:17:00.000000,"Du bi dam dam, da du bi da ba dam dam - Banaro",1,f377bcce2dd759
16d10e1d77c067,2016-07-06 23:17:00.000000, Suits,10,051c670771f06b
16d056e911d062,2016-07-06 23:17:00.000000,Male wanna be sucked by female,1,d46faf6068d056
16effe1014e069,2016-07-06 23:17:00.000000, Was ist der Unterschied? 😳,4,1235eff9082057
17010e1d77c067,2016-07-06 23:17:00.000000,Shhh....,1,fae4b62a879064
17323888e5e6a9,2016-07-06 23:17:00.000000,"Ich muss noch was fertig machen, ansonsten am Samstag?",1,1107bcce2dd759
175a47d0151068,2016-07-06 23:17:00.000000,Leute die Pokémon go spielen und ziellos durch die Gegend laufen :D,15,f9efb948ba5067
1827bcce2dd759,2016-07-06 23:17:00.000000,...nicht hier in Wismar,4,416a47d0151068
1847bcce2dd759,2016-07-06 23:17:00.000000,Bitte um Aufklärung. Lesenswertes Buch ?  ,8,79ece0982f82be
1847bcce2dd759,2016-07-06 23:17:00.000000,Bin aber fertig vom Tag und das Ama ist nicht "sehr nah" für mich:/,3,a1b552fd0b85a8
18572a3e00c07a,2016-07-06 23:17:00.000000,"Wer sagt denn, dass sie nicht darüber reden? Sie hat doch nur nach Meinungen und Erfahrungen gefragt. Was ist daran denn bitte verkehrt?",5,c13648691a45ab
1765d580b1d062,2016-07-06 23:17:00.000000,Ja,3,e4923888e5e6a9
18823888e5e6a9,2016-07-06 23:17:00.000000,"Zu Besuch in Würzburg ! ☝🏻️✌🏻️ Total schön hier !😊 Könnt ihr mir n richtig leckeres Restaurant in der Innenstadt empfehlen?  Sind vorher Shoppen, in der Nähe dort wäre also Supi:) #jhj #dankeimvoraus #ghotelistmegaschniekeim16.stock ",9,
16c92e300d36b2,2016-07-06 23:17:00.000000,Ich jodle mit dir mein Freund ,12,0efb47e6f1e063
17192e300d36b2,2016-07-06 23:17:00.000000,"Und da das hier anonym ist, mache ich es ab jetzt einfach bei jeder Hochzeit :D",2,4867bedeaa8067
17272a3e00c07a,2016-07-06 23:17:00.000000,Finde keinen Spitznamen 😟 #hilfe,2,f6b8851c927066
1a2b47e6f1e063,2016-07-06 23:17:00.000000,Das lag aber an den Server Problemen ab 8 uhr. Bin um 5 noch durch die Innenstadt und hab ordentlich abgeräumt. Auch ohne wlan 👌,4,ba6d0f0fe0907c
1a4f3331011784,2016-07-06 23:17:00.000000,Bildungsresistenter Intelligenzallergiker,10,d688ef8ccab06e
1a6c670771f06b,2016-07-06 23:17:00.000000,"Kino beim 1. Date immer No Go, zumindest für Frauen :D",4,a14e77ea5cc755
1a6c670771f06b,2016-07-06 23:17:00.000000,Schlammblut,8,d688ef8ccab06e
194c670771f06b,2016-07-06 23:17:00.000000,"Oj: Klar hab ich Ansprüche und ja, ich könnt auch einen Freund haben, aber ich will doch nich meine Zeit mit jemandem verschwenden,dem ich nichts zu sagen hab und von dem ich nach ner Minute gelangweilt bin.. Ich will einfach, dass es passt",24,ec7ffe1014e069
188c670771f06b,2016-07-06 23:17:00.000000,Herzlos 😱,11,c8e23888e5e6a9
18a48dc5b1b061,2016-07-06 23:17:00.000000,*seid,2,f0be85a4cea044
18a28df461a068,2016-07-06 23:17:00.000000,"Tja, dann waren's wohl immer die falschen denn daran kann's nicht wirklich liegen 🙈 #oj ",2,c5d38f1281f065
18e28df461a068,2016-07-06 23:17:00.000000,"1 Euro Party, versteh das Problem nicht :D",5,e6f771c872406a
190f3331011784,2016-07-06 23:17:00.000000,gibt es gar nicht... ,1,858e85a4cea044
190c670771f06b,2016-07-06 23:17:00.000000,Interessant 😂,6,f3c2c9df3726a0
1984b62a879064,2016-07-06 23:17:00.000000,Weiß wer ob Jojo aus Taiwan wieder da ist?,2,a0ef3331011784
19d28df461a068,2016-07-06 23:17:00.000000,Klingt trotzdem irgendwie besch......,1,083faf6068d056
19e92e300d36b2,2016-07-06 23:17:00.000000,"Du ziehst dich an, bezahlst und fährst dann heim ",3,ebdb47e6f1e063
19e7bcce2dd759,2016-07-06 23:17:00.000000,Klingt nach ner Geisteswissenschaft...  Aber fuck it!,6,3cdd5941422065
17a6602e44b3c5,2016-07-06 23:17:00.000000,"Hab meinem Ex auch gratuliert gehabt , ist doch egal :D Solange daraus kein unnötiges Gespräch resultiert ! :)",1,44f692eb36006c
17cd0f0fe0907c,2016-07-06 23:17:00.000000,Wenn sie etwas initiative ergreift und mich auszieht aufs bett wirft und mir alles präsentiert was ich göeich bekomme,1,546f3331011784
1813f5905d5042,2016-07-06 23:17:00.000000,wenn man einfach seine Prüfungsergebnisse nicht erfahren will weil es wird nicht spannend,10,
1828ef8ccab06e,2016-07-06 23:17:00.000000,Ja eingeschleppter Mist von drüben.,7,083faf6068d056
1a14b62a879064,2016-07-06 23:17:00.000000,op vermise meine auch,2,be48ef8ccab06e
16c3ec0cca8061,2016-07-06 23:17:00.000000,Das ist innerhalb Deutschlands bei Jodel so etabliert... ,4,083faf6068d056
170e85a4cea044,2016-07-06 23:17:00.000000,"Jetzt hört doch mal auf mit eurer groß und kleinschreibung, das nervt! Ja richtig und die Leute die hier alles nachmachen sind sowieso die Spitze der Blödheit..",2,e795d580b1d062
17112a8e31c066,2016-07-06 23:17:00.000000,"Zigarette? Ja, ich weiß.",2,e9472a3e00c07a
171e85a4cea044,2016-07-06 23:17:00.000000,Manchmal muss man auch egoistisch sein und sich selbst Glück wünschen 🍀,16,
17212a8e31c066,2016-07-06 23:17:00.000000,TheJodler ,1,da072a3e00c07a
1725eff9082057,2016-07-06 23:17:00.000000,Nuttääääääh,8,d688ef8ccab06e
1726602e44b3c5,2016-07-06 23:17:00.000000,Ab wann ging es bei dir los?,2,f97552fd0b85a8
17212a8e31c066,2016-07-06 23:17:00.000000,Und wir singen im atomschutzbunker.. hurrraaaa diese qelt geht unter,13,cadfaf6068d056
173fb948ba5067,2016-07-06 23:17:00.000000,"Hallo w, bin m!",1,e18771c872406a
1753ec0cca8061,2016-07-06 23:17:00.000000,Frechheit ,1,0e77bcce2dd759
176d0f0fe0907c,2016-07-06 23:17:00.000000,sexy time,1,0e85d580b1d062
17812a8e31c066,2016-07-06 23:17:00.000000,"Wenn man sich mit 21 um 1 Uhr Nachts mit roten Augen vor seinem Vater in der Küche rechtfertigen muss, warum man sich noch ne Scheibe Brot macht und nicht pennt, ist es Zeit auszuziehen, oder?  #wggesuchtichkomme #reichen350immonatfürmiete?",40,
18312a8e31c066,2016-07-06 23:17:00.000000,"Ich hoffe darauf, dass wir solche Raumschiffe wie in Star Wars bauen werden 😆",12,07d12a8e31c066
19340df1e67430,2016-07-06 23:17:00.000000,"@Japaner: 🐕🐩🐾 Schau mal Yummi, Yummi",1,9e9e85a4cea044
1969e1af4fd779,2016-07-06 23:17:00.000000,Der Huensohnnnnnnn,4,392a1b09022060
1999e1af4fd779,2016-07-06 23:17:00.000000,Dann hast du kleine. Es gibt Frauen die haben große ,5,b6a771c872406a
19b9e1af4fd779,2016-07-06 23:17:00.000000,Drogen?,2,e287bcce2dd759
19d56cddf1a068,2016-07-06 23:17:00.000000,"(1) bei mir war das auch am anfang so aber nur von meinem vater aus, hab ihm dann mal gesagt er sollte mal andere Kinder haben, er meinte dann ist spaß und blabla aber es trifft einen trotzdem, komme",1,da2c6371d63063
19d7bedeaa8067,2016-07-06 23:17:00.000000,Nichts? Was soll daran sein?,6,16f5eff9082057
1a03f5905d5042,2016-07-06 23:17:00.000000,"Hallo m, bin n!",4,e18771c872406a
1a240df1e67430,2016-07-06 23:17:00.000000,Das mit der Norm ist ein blödes Argument. Klar ist leider noch manches schwieriger als Nicht-Hetero. Aber es ist doch nicht besser oder schlechter in punkto Liebe/Sex ob man das von einem Mann oder einer Frau bekommt! ,2,e173ebead373cc
1a29e1af4fd779,2016-07-06 23:17:00.000000,Vielleicht ist es ja nur so dass du Verlustängste hast. Ist er dein erster bester Freund? Erlebt ihr gerade neue Lebensabschnitte?,4,e173ebead373cc
1a410e1d77c067,2016-07-06 23:17:00.000000,Anscheinend wird dieser Weg kein leichter sein... ,1,15310e1d77c067
19dfb948ba5067,2016-07-06 23:17:00.000000,"Paulusviertel ist doch eig voll studentisch und safe, dachte ich?",12,dd76b7f2985054
19128df461a068,2016-07-06 23:17:00.000000,Ist das bei Ihnen nicht passiert? Da muss wohl ein Fehler vorliegen... beschweren Sie sich bitte bei der zuständigen Stelle wiesonochmal@jodel.com,10,ff0e6d11853437
18f40df1e67430,2016-07-06 23:17:00.000000,Policia in der neuen Straße!  Langsam fahren Autofahrer :),18,
19256cddf1a068,2016-07-06 23:17:00.000000,Kippe ist aber asozial. Macht die ganze Stimmung kaputt,17,ebdb47e6f1e063
195f3331011784,2016-07-06 23:17:00.000000,"Muss bei Jodel reinschauen, weil ich nicht schlafen kann .  #warm #Hunger #Prüfungsangst",17,
19ae85a4cea044,2016-07-06 23:17:00.000000,Ich bin eindeutig viel zu vesoffen und heule jetzt wegen dem Post 😭,27,343e85a4cea044
18ae85a4cea044,2016-07-06 23:17:00.000000,"Einfach genug saufen, dann ist jedes noch so sperrige Ecke ein bequemes Bett! :) ",8,15d48dc5b1b061
16d5d580b1d062,2016-07-06 23:17:00.000000,"Das wird morgen schon wieder sauber gemacht. Aber erschreckend, dass da ja hauptsächlich Studenten heute Abend saßen. Da sollte man meinen, die könnten auf sowas achten...",27,40d8851c927066
170a47d0151068,2016-07-06 23:17:00.000000,Und dieses Programm im Internet wo man irgendwelche Leute am Telefon verarscht hat. Markophono oder so,26,18d7bcce2dd759
18428df461a068,2016-07-06 23:17:00.000000,Bitte schreib ihr das genau so. Bitte ,107,1098ef8ccab06e
1782c9df3726a0,2016-07-06 23:17:00.000000,"Tut mir echt leid, dass du das gerade ertragen musst..😧 #rausmitdemschlampenjodler",6,14b3ec0cca8061
19acd7573bf6bb,2016-07-06 23:17:00.000000,"Aber echt, als ob man zwischendurch nicht kurz Zeit findet zu schreiben...",15,ee0e77ea5cc755
1a75eff9082057,2016-07-06 23:17:00.000000,Wo kann man in oldenburg gut shoppen?,4,
131b47e6f1e063,2016-07-06 23:16:00.000000,Warum hab ich noch Serverfehler?,1,0973ec0cca8061
1347bcce2dd759,2016-07-06 23:16:00.000000,🌷🐝,4,fa1a47d0151068
13b72a3e00c07a,2016-07-06 23:16:00.000000,Geschlechtsverkehr vollziehen,1,0e85d580b1d062
14310e1d77c067,2016-07-06 23:16:00.000000,Düsseldorf is the shit ,1,c821b161cf4330
13b92e300d36b2,2016-07-06 23:16:00.000000,Ich versteh nicht wieso man seinen halben Jodel immer in Hashtags packen muss.  #Kannmandochauchsoschreiben?  #dasistdochkeintagmehr #wennmanganzesätzehashtagt #wisstihrwasichmeine,1,7357bcce2dd759
14ae77ea5cc755,2016-07-06 23:16:00.000000,Hoffentlich! So wie die sich durch geschummelt haben ist alles möglich :D,1,fb138f1281f065
14bb47e6f1e063,2016-07-06 23:16:00.000000,Alles nur Bots/fakes ,4,099e77ea5cc755
15248dc5b1b061,2016-07-06 23:16:00.000000,Das ist dieses schmale ding was in der mitte so rausguckt bei einigen frauen größer bei anderen kleiner,2,b6a771c872406a
154ffe1014e069,2016-07-06 23:16:00.000000,Wenn du lernen musst aber wieder eine Diskussion über IWP startet #habeuchtrotzdemlieb,9,
155ffe1014e069,2016-07-06 23:16:00.000000,Du willst das Studio mieten und deine eigene WWM Sendung produzieren.  #mitkoksundnutten,8,3ad7bedeaa8067
15948dc5b1b061,2016-07-06 23:16:00.000000,Nachts ists hier teils echt langweilig... Zumindest heute xD,2,f79771c872406a
15cffe1014e069,2016-07-06 23:16:00.000000,Analkanal,3,d688ef8ccab06e
15da47d0151068,2016-07-06 23:16:00.000000,Ziemlich zum Kotzen 😏,3,f70648691a45ab
15df3331011784,2016-07-06 23:16:00.000000,"Schon ma Italiener, Spanier usw gehört?! 😂",3,f9148dc5b1b061
15ff3331011784,2016-07-06 23:16:00.000000,Also wenn er was mit einem gemeinsamen Kumpel oder so macht fühle ich mich immer schlecht. Fühl mich dann so ausgeschlossen. Und dann geht's mir richtig mies. Egal ob er sich mit m oder w trifft Ich glaube selbst zu wissen wo mein (1),2,e173ebead373cc
160cd7573bf6bb,2016-07-06 23:16:00.000000,"Bohoo,Nelly,NewLook. Bestelle zwar nicht oft,aber der Warenkorb ist immer prall gefüllt.😂",5,c91b47e6f1e063
164f3331011784,2016-07-06 23:16:00.000000,Meinst du das ernst? ,3,e4923888e5e6a9
1557bedeaa8067,2016-07-06 23:16:00.000000,Sehr :(,2,c315d580b1d062
165fb948ba5067,2016-07-06 23:16:00.000000,"Community, Arrested Development, Shameless (US), Rick and Morty, House MD",7,051c670771f06b
166fb948ba5067,2016-07-06 23:16:00.000000,Herzlichen Glückwunsch! #gutesgelingen,7,0efb47e6f1e063
167e85a4cea044,2016-07-06 23:16:00.000000,Betrügen ist scheiße! ,2,146056e911d062
1675eff9082057,2016-07-06 23:16:00.000000,Oh Gott wirklich? Erzähl mir mehr davon 😍,2,f6b8851c927066
168e6d11853437,2016-07-06 23:16:00.000000,19 :) kein spezieller Typ aber er sollte mich zum lachen bringen können und bisschen Gentleman sein.,1,21e48dc5b1b061
1663f5905d5042,2016-07-06 23:16:00.000000,"Lächel-Jodler (m) hier nochmal:  Also ich hab innerlich nochmal tiefer analysiert: Wenn sie quasi immer lächelnde Augen hat, wenn sie mit dir spricht und du sie durch pure Anwesenheit ablenkst.",15,9e2d0f0fe0907c
15af3331011784,2016-07-06 23:16:00.000000,"Wenn ihr eure Haare gelt, duscht ihr dann morgens und abends um das Zeug nicht ins Kissen zu schmieren und trotzdem tagsüber frisch zu sein? ",4,
130e6d11853437,2016-07-06 23:16:00.000000,Tschade,1,083faf6068d056
131e6d11853437,2016-07-06 23:16:00.000000,bin fast immer alleine unterwegs #m19 ..aber stimmt schon,4,0cd92e300d36b2
13656cddf1a068,2016-07-06 23:16:00.000000,Ok dann musst du entweder zu mir kommen oder mich abholen ,2,e4923888e5e6a9
1407bedeaa8067,2016-07-06 23:16:00.000000,Kommt der eiskalt mit dominos 😁 ,3,d7865d0271a25f
1437bcce2dd759,2016-07-06 23:16:00.000000,Wer definiert normal! Sei einfach du selbst...du kannst es sowieso nicht ändern und durch Verdrängung wirst du zwangsläufig nur unglücklicher...,11,e173ebead373cc
14356cddf1a068,2016-07-06 23:16:00.000000,"Sehr alt und herzlichen Glückwunsch, du hast es zum 100x mal hier gepostet ;)",14,e883f5905d5042
1447bcce2dd759,2016-07-06 23:16:00.000000,Gut hier bin ich der Milfhunter welche Strasse ich komm vorbei,8,a5e6602e44b3c5
1478ef8ccab06e,2016-07-06 23:16:00.000000,Nicht in diesem Leben!,8,1193f5905d5042
1498ef8ccab06e,2016-07-06 23:16:00.000000,"Da magst du wohl recht haben ☝ @esistdumm, ich sage auch nichts dagegen, dass das Niveau vielleicht schon ein anderes wäre, wenn hier nur Studenten wären, aber in meiner Antwort ging es nur um die Rechtschreibung ;) ",2,e07d0f0fe0907c
14c40df1e67430,2016-07-06 23:16:00.000000,Noch 5 Minuten bitte Mami,2,0e2c670771f06b
15c28df461a068,2016-07-06 23:16:00.000000,Sie sagt das sie sich selber als anstrengend sieht und zweifelt an sich selber. Und will einfach vor den Problem flüchten.. Weiß nicht wie ich damit umgehen soll..,1,14cb11b1c1c067
15c2c9df3726a0,2016-07-06 23:16:00.000000,Weil schon morgen dein Herz darüber lacht,1,f21faf6068d056
15d28df461a068,2016-07-06 23:16:00.000000,Jaaaa!! ,2,0a610e1d77c067
15d7bcce2dd759,2016-07-06 23:16:00.000000,Is it me you jodel for?,2,09992e300d36b2
15e40df1e67430,2016-07-06 23:16:00.000000,Dann gib mal her 💥,3,da072a3e00c07a
145d0f0fe0907c,2016-07-06 23:16:00.000000,Aber danke schon mal an alle Ideen. ;) Wenn jemandem noch was einfällt habe ich natürlich weiterhin ein offenes Ohr. :) #op,2,ae9d0f0fe0907c
1453f5905d5042,2016-07-06 23:16:00.000000,Richtige Marke,1,6b9cf0a6f1f06d
1495eff9082057,2016-07-06 23:16:00.000000,"Sinnvoll, übrigens gäbe es ohne sie keine Handys",9,07d12a8e31c066
15e4b62a879064,2016-07-06 23:16:00.000000,Der australische Raketenfrosch kann mit einem Spring das 50fache seiner Körperlänge zurücklegen ,2,04be77ea5cc755
1638ef8ccab06e,2016-07-06 23:16:00.000000,Hubschrauber über Sülz,6,
13a92e300d36b2,2016-07-06 23:16:00.000000,an deiner #Mörres ❤️,21,10bc670771f06b
147c670771f06b,2016-07-06 23:16:00.000000,"Dieser Moment, wenn man im Bett liegt, und das Gefühl hat, eine Mücke sitzt einem auf der Wange, und man sich selbst eine klatscht.. und nach dem Licht anmachen merkt man, dass es keine Mücke gab🙈 #gleichnochmalklatschen",14,
16b4b62a879064,2016-07-06 23:16:00.000000,Test gemacht... #negativ #thanksgod,63,
131f3331011784,2016-07-06 23:16:00.000000,Wie viele Milliarden werden dafür Jährlich ausgegeben?,1,07d12a8e31c066
1685d580b1d062,2016-07-06 23:16:00.000000,Bin schwanger... ungewollt...,2,ee572a3e00c07a
16b056e911d062,2016-07-06 23:16:00.000000,Für Bewohner und deren Gäste ,1,c2128df461a068
132e85a4cea044,2016-07-06 23:16:00.000000,"Ja aber Frauen wollen gerne Schöne Augen, aber durch die Spiegelungen im Glas kann man die Augen gar nicht sehen...",3,0c4f3331011784
132f3331011784,2016-07-06 23:16:00.000000,"Bielefelder Jodler sind Liebefelder Jodler, und Liebefelder Jodler sind toll, weil sie liebevoll sind❤",2,
134d0f0fe0907c,2016-07-06 23:16:00.000000,Was zum...Eindeutig Zeit fürs Bett.,5,521648691a45ab
135fb948ba5067,2016-07-06 23:16:00.000000,"PS: Wer strickt gegen Drogen ist sollte auch auf Kaffee, Cola,  Alkohol, Tabak und enige Medikamente, etc. verzichten.  Nur weil es legal ist heißt es nicht das es keine Drogen sind. ",1,c9535e5830f7d0
1385eff9082057,2016-07-06 23:16:00.000000,Oh man ich geh ja gleich ,1,0e2c670771f06b
138fb948ba5067,2016-07-06 23:16:00.000000,😊😊 ihr seid toll ,5,644e85a4cea044
13a3f5905d5042,2016-07-06 23:16:00.000000,Warum denn auch? 😉,2,0b323888e5e6a9
13efb948ba5067,2016-07-06 23:16:00.000000,"""es glitzert, ich wills haben!""",5,fed48dc5b1b061
142fb948ba5067,2016-07-06 23:16:00.000000,"""Darf ich bei dir schlafen, ich hab in mein Bett geschissen."" 😂 Der Besoffene aus diesem einen Facebook Video",6,9f704614bb71ca
14dfb948ba5067,2016-07-06 23:16:00.000000,Ich han gerade den Kolben reingebuttert in 1 nice slut ,3,6995d580b1d062
14d3f5905d5042,2016-07-06 23:16:00.000000,Tauchen bei euch zuhause denn welche auf?,2,00d2c9df3726a0
14d3f5905d5042,2016-07-06 23:16:00.000000,Google mal roast beef vs pear. Die Diskussion ist uralt und gibts tausendfach im Internet. Ich bin von der roast beef Fraktion. ,6,96cb47e6f1e063
1533ec0cca8061,2016-07-06 23:16:00.000000,"Ich schreib das hier für die Mädels, die gern analverkehr hätten,aber evtl noch nicht so den dreh raus hatten bisher,nicht für die notgeilen Kerle 😜 (1)",4,08ce77ea5cc755
150e77ea5cc755,2016-07-06 23:16:00.000000,Liebe machen,1,0e85d580b1d062
15410e1d77c067,2016-07-06 23:16:00.000000,"Ok, von mir aus, melde mich dann nochmal :D",6,b5612a8e31c066
1556b7f2985054,2016-07-06 23:16:00.000000,Ne eigtl nicht 🙈 #ichsehschonworaufdashinausläuft,5,a1b552fd0b85a8
15810e1d77c067,2016-07-06 23:16:00.000000,Wobei heute ist spirit tag rheinische strasse da habrn die kioske auf ,1,cff40df1e67430
15bfb948ba5067,2016-07-06 23:16:00.000000,Wünsche euch auch viel Spaß aber worum geht's?  :o,2,ac85d580b1d062
15db47e6f1e063,2016-07-06 23:16:00.000000,Habt ihr euch mal in die Hose gekackt? Aus purer Not ? ,1,067ffe1014e069
15db47e6f1e063,2016-07-06 23:16:00.000000,Ja aber das verliebt sein ist irgendwie vorbei.. Nach einem Jahr schon  traurig ,1,0907bedeaa8067
161ffe1014e069,2016-07-06 23:16:00.000000,Keine Ahnung was der Hund da macht...Ja wir hören denen zu...,6,f3c2c9df3726a0
16b10e1d77c067,2016-07-06 23:16:00.000000,Hier ist einmal w :D Hätte aber gern wwm,11,c7e40df1e67430
13223888e5e6a9,2016-07-06 23:16:00.000000,Gigantische Euter und astronomische Ärsche,9,e7040df1e67430
16a7bcce2dd759,2016-07-06 23:16:00.000000,Um die Frage zu beantworten: immens hoch.,7,e61648691a45ab
16b8ef8ccab06e,2016-07-06 23:16:00.000000,"Besser, sondern auch allgemein der Sex und dein eigenes Wohlbefinden. Habe es auch leider viel zu spät gelernt. 2/2",3,51048dc5b1b061
1469e1af4fd779,2016-07-06 23:16:00.000000,Für was würdet ihr sterben? ,5,
